claims,claims_labels,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
temperatures were much higher in the past than now relative to pre-industrial levels,REFUTES,,,,,,,,,,,,,
critics argue that global warming is just a theory,REFUTES,,,,,,,,,,,,,
it is alleged that scientists routinely fabricate climate evidence,REFUTES,,,,,,,,,,,,,
research indicates that warming causes more coastal erosion.,SUPPORTS,,,,,,,,,,,,,
using less energy reduces expulsions.,SUPPORTS,,,,,,,,,,,,,
restoring nature slows global warming.,SUPPORTS,,,,,,,,,,,,,
"humans have no impact on the climate, critics claim",REFUTES,,,,,,,,,,,,,
planetary heating is not caused by humans,REFUTES,,,,,,,,,,,,,
skeptics contend that global warming is not a threat,REFUTES,,,,,,,,,,,,,
"over the past century, greenland loses billions of tons of glacial matter yearly.",SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, green spaces cool cities.",SUPPORTS,,,,,,,,,,,,,
peatlands hold more carbon than forests.,SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, efficient freight cuts emissions.",SUPPORTS,,,,,,,,,,,,,
detractors suggest that extreme weather events have not increased in number,REFUTES,,,,,,,,,,,,,
most scientists agree climate crisis is human-caused.,SUPPORTS,,,,,,,,,,,,,
it is alleged that the climate scare is false,REFUTES,,,,,,,,,,,,,
"geothermal makes low-emission power., according to climate research",SUPPORTS,,,,,,,,,,,,,
skeptics contend that polar bears are actually increasing in number and not at risk,REFUTES,,,,,,,,,,,,,
some claim that there is no such thing as a climate crisis,REFUTES,,,,,,,,,,,,,
earth was at higher temperatures in ancient times versus natural baselines,REFUTES,,,,,,,,,,,,,
detractors suggest that climate change is not a big deal,REFUTES,,,,,,,,,,,,,
some claim that climate change is an excuse for new taxes,REFUTES,,,,,,,,,,,,,
less snow means less water later.,SUPPORTS,,,,,,,,,,,,,
critics argue that climate change is media propaganda,REFUTES,,,,,,,,,,,,,
detractors suggest that scientists are making it up for funding,REFUTES,,,,,,,,,,,,,
detractors suggest that storms are not getting worse,REFUTES,,,,,,,,,,,,,
critics argue that glacier melting is not actually happening,REFUTES,,,,,,,,,,,,,
the sun is not causing today’s rapid warming.,SUPPORTS,,,,,,,,,,,,,
critics argue that climate change is nothing more than a hoax created to control the public relative to pre-industrial levels,REFUTES,,,,,,,,,,,,,
research indicates that cover crops improve soil and store atmospheric carbon.,SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that wind turbines don’t cause getting hotter.,SUPPORTS,,,,,,,,,,,,,
"nuclear power makes little co2., according to climate research",SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, transport is a big source of co2 emissions.",SUPPORTS,,,,,,,,,,,,,
skeptics contend that glaciers are not melting,REFUTES,,,,,,,,,,,,,
skeptics contend that warming is good for the planet,REFUTES,,,,,,,,,,,,,
co2 taxes can work.,SUPPORTS,,,,,,,,,,,,,
some claim that earth was warmer in ancient times,REFUTES,,,,,,,,,,,,,
critics argue that carbon dioxide is only beneficial and not harmful,REFUTES,,,,,,,,,,,,,
countries must work together on climate.,SUPPORTS,,,,,,,,,,,,,
nuclear power makes little atmospheric carbon.,SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that some places face more drought.,SUPPORTS,,,,,,,,,,,,,
chilly waves still happen in warming world.,SUPPORTS,,,,,,,,,,,,,
critics argue that polar regions ice is healthy,REFUTES,,,,,,,,,,,,,
some claim that the polar ice caps are not melting despite what climatologists claim,REFUTES,,,,,,,,,,,,,
"global warming supposedly ended decades ago, some people believe",REFUTES,,,,,,,,,,,,,
'global warming' and 'climate change' mean different things and have both been used for decades.,REFUTES,,,,,,,,,,,,,
arctic icemelt is a natural cycle,SUPPORTS,,,,,,,,,,,,,
freedom of information (foi) requests were ignored,SUPPORTS,,,,,,,,,,,,,
ipcc graph showing accelerating trends is misleading,SUPPORTS,,,,,,,,,,,,,
ipcc were wrong about himalayan glaciers,SUPPORTS,,,,,,,,,,,,,
lindzen and choi find low climate sensitivity,SUPPORTS,,,,,,,,,,,,,
loehle and scafetta find a 60 year cycle causing global warming,SUPPORTS,,,,,,,,,,,,,
peer review process was corrupted,SUPPORTS,,,,,,,,,,,,,
polar bear numbers are increasing,SUPPORTS,,,,,,,,,,,,,
royal society embraces skepticism,SUPPORTS,,,,,,,,,,,,,
satellite transmissions are extremely small and irrelevant.,REFUTES,,,,,,,,,,,,,
"trenberth is talking about the details of energy flow, not whether global warming is happening.",REFUTES,,,,,,,,,,,,,
uah atmospheric temperatures prove climate models and/or surface temperature data sets are wrong,SUPPORTS,,,,,,,,,,,,,
water vapor is the most powerful greenhouse gas,SUPPORTS,,,,,,,,,,,,,
weather and climate are different; climate predictions do not need weather detail.,REFUTES,,,,,,,,,,,,,
scientific understanding continues improving,SUPPORTS,,,,,,,,,,,,,
research indicates that wildfire seasons are extending,SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, arctic sea ice is declining",SUPPORTS,,,,,,,,,,,,,
"in recent decades, species are migrating to new regions",SUPPORTS,,,,,,,,,,,,,
"energy efficiency reduces emissions, according to climate research",SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that biodiversity is under pressure,SUPPORTS,,,,,,,,,,,,,
"warm air holds more water, causing heavier rain., according to climate research",SUPPORTS,,,,,,,,,,,,,
"fossil fuel burning releases carbon dioxide, according to climate research",SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that clean technology is advancing,SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, ocean acidity is increasing",SUPPORTS,,,,,,,,,,,,,
greenhouse gases trap heat in earth's atmosphere,SUPPORTS,,,,,,,,,,,,,
heat waves are becoming more frequent versus natural baselines,SUPPORTS,,,,,,,,,,,,,
"in recent decades, earth is 1.2°c more heated than in the 1800s.",SUPPORTS,,,,,,,,,,,,,
research indicates that human activities increase atmospheric greenhouse gases,SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that sea levels are rising,SUPPORTS,,,,,,,,,,,,,
energy efficiency reduces emissions,SUPPORTS,,,,,,,,,,,,,
heat waves are becoming more frequent relative to pre-industrial levels,SUPPORTS,,,,,,,,,,,,,
marine ecosystems are changing,SUPPORTS,,,,,,,,,,,,,
observational data confirms predictions,SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that forest composition is changing,SUPPORTS,,,,,,,,,,,,,
research indicates that sustainable practices reduce environmental impact,SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that global temperatures are rising,SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that greenhouse gases trap heat in earth's atmosphere,SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, snow cover is decreasing",SUPPORTS,,,,,,,,,,,,,
"over the past century, sea level has risen 20 cm since 1900.",SUPPORTS,,,,,,,,,,,,,
"atmospheric carbon dioxide is a greenhouse gas, according to climate research",SUPPORTS,,,,,,,,,,,,,
data reveals that species are migrating to new regions,SUPPORTS,,,,,,,,,,,,,
sea concentrations are rising,SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, the greenhouse effect warms earth's surface",SUPPORTS,,,,,,,,,,,,,
polar glacial matter caps are melting,SUPPORTS,,,,,,,,,,,,,
night temperatures are rising faster than day temperatures,SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that methane traps more heat than co2. relative to pre-industrial levels,SUPPORTS,,,,,,,,,,,,,
"forest composition is changing, studies show",SUPPORTS,,,,,,,,,,,,,
snow cover is decreasing,SUPPORTS,,,,,,,,,,,,,
cutting forests reduces earth's atmospheric carbon dioxide absorption.,SUPPORTS,,,,,,,,,,,,,
observational proof confirms predictions,SUPPORTS,,,,,,,,,,,,,
data reveals that agricultural zones are shifting,SUPPORTS,,,,,,,,,,,,,
"animal migration patterns are changing, studies show",SUPPORTS,,,,,,,,,,,,,
"agricultural zones are shifting, studies show",SUPPORTS,,,,,,,,,,,,,
"sea levels are rising, according to climate research",SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that snow cover is decreasing,SUPPORTS,,,,,,,,,,,,,
"coral reefs are experiencing bleaching, studies show",SUPPORTS,,,,,,,,,,,,,
"warm oceans cause coral bleaching., measurements confirm",SUPPORTS,,,,,,,,,,,,,
peer review validates climate studies,SUPPORTS,,,,,,,,,,,,,
the greenhouse effect increases in temperature earth's surface,SUPPORTS,,,,,,,,,,,,,
"arctic sea ice is declining, measurements confirm",SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that warmth records are regularly broken,SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that coral reefs are experiencing bleaching,SUPPORTS,,,,,,,,,,,,,
"ecosystem boundaries are moving, data indicates",SUPPORTS,,,,,,,,,,,,,
"cutting forests reduces earth's co2 absorption., data indicates",SUPPORTS,,,,,,,,,,,,,
"observational measurements confirms predictions, data indicates",SUPPORTS,,,,,,,,,,,,,
"animal migration patterns are changing, according to climate research",SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that droughts are becoming more severe,SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that fossil fuel burning releases carbon dioxide,SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that arctic regions are warming faster than other areas compared to historical averages,SUPPORTS,,,,,,,,,,,,,
"ocean circulation patterns are shifting, studies show",SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, solar and wind power are growing",SUPPORTS,,,,,,,,,,,,,
plant flowering times are shifting earlier,SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, industrial processes emit greenhouse gases",SUPPORTS,,,,,,,,,,,,,
"warm air holds more water, causing heavier rain. relative to pre-industrial levels, according to climate research",SUPPORTS,,,,,,,,,,,,,
heat waves are becoming more frequent,SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that snow cover is decreasing,SUPPORTS,,,,,,,,,,,,,
data reveals that multiple lines of evidence support warming,SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, greenland loses billions of tons of ice yearly.",SUPPORTS,,,,,,,,,,,,,
data reveals that carbon dioxide is a greenhouse gas,SUPPORTS,,,,,,,,,,,,,
"in recent decades, carbon dioxide capture methods are developing",SUPPORTS,,,,,,,,,,,,,
"over the past century, energy efficiency reduces emissions",SUPPORTS,,,,,,,,,,,,,
"night temperatures are rising faster than day temperatures compared to historical averages, data indicates",SUPPORTS,,,,,,,,,,,,,
"agricultural zones are shifting, measurements confirm",SUPPORTS,,,,,,,,,,,,,
research indicates that agricultural zones are shifting,SUPPORTS,,,,,,,,,,,,,
"throughout recorded history, carbon capture methods are developing",SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that observational data confirms predictions,SUPPORTS,,,,,,,,,,,,,
permafrost is thawing,SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that burning fossil fuels adds co₂ to the air.,SUPPORTS,,,,,,,,,,,,,
"throughout recorded history, precipitation patterns are changing",SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, energy efficiency reduces output",SUPPORTS,,,,,,,,,,,,,
"ecosystem boundaries are moving, measurements confirm",SUPPORTS,,,,,,,,,,,,,
sea level has escalated 20 cm since 1900.,SUPPORTS,,,,,,,,,,,,,
"international scientific bodies agree on warming, according to climate research",SUPPORTS,,,,,,,,,,,,,
"over the past century, hurricane intensity is growing",SUPPORTS,,,,,,,,,,,,,
precipitation patterns are changing,SUPPORTS,,,,,,,,,,,,,
"human activities increase atmospheric greenhouse gases, according to climate research",SUPPORTS,,,,,,,,,,,,,
"species are migrating to new regions, data indicates",SUPPORTS,,,,,,,,,,,,,
night temperatures are rising faster than day temperatures compared to historical averages,SUPPORTS,,,,,,,,,,,,,
"over the past century, forest composition is changing",SUPPORTS,,,,,,,,,,,,,
data reveals that energy efficiency reduces emissions,SUPPORTS,,,,,,,,,,,,,
"throughout recorded history, international scientific bodies agree on warming",SUPPORTS,,,,,,,,,,,,,
data reveals that fossil fuel burning releases atmospheric carbon dioxide,SUPPORTS,,,,,,,,,,,,,
clean technology is advancing,SUPPORTS,,,,,,,,,,,,,
"snow cover is decreasing, data indicates",SUPPORTS,,,,,,,,,,,,,
"solar and wind power are growing, studies show",SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, snow cover is decreasing",SUPPORTS,,,,,,,,,,,,,
data reveals that ocean acidity is increasing,SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, wildfire seasons are extending",SUPPORTS,,,,,,,,,,,,,
"co2 dioxide is a greenhouse gas, measurements confirm",SUPPORTS,,,,,,,,,,,,,
arctic regions are warming faster than other areas versus natural baselines,SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, biodiversity is under pressure",SUPPORTS,,,,,,,,,,,,,
"warm oceans cause coral bleaching., studies show",SUPPORTS,,,,,,,,,,,,,
"seasonal patterns are shifting, studies show",SUPPORTS,,,,,,,,,,,,,
"climate models show consistent warming trends, studies show",SUPPORTS,,,,,,,,,,,,,
"droughts are becoming more severe, according to climate research",SUPPORTS,,,,,,,,,,,,,
multiple lines of data support warming,SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that northern polar area regions are heating faster than other areas versus natural baselines,SUPPORTS,,,,,,,,,,,,,
"extreme weather events are intensifying, studies show",SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, global temperatures are rising",SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that heatwaves are now hotter and more frequent.,SUPPORTS,,,,,,,,,,,,,
climate models show consistent thermal increase trends,SUPPORTS,,,,,,,,,,,,,
research indicates that night temperatures are rising faster than day temperatures relative to pre-industrial levels,SUPPORTS,,,,,,,,,,,,,
"in recent decades, earth is 1.2°c warmer than in the 1800s.",SUPPORTS,,,,,,,,,,,,,
"forest composition is changing, measurements confirm",SUPPORTS,,,,,,,,,,,,,
multiple lines of findings support warming,SUPPORTS,,,,,,,,,,,,,
"throughout recorded history, ocean temperatures are increasing",SUPPORTS,,,,,,,,,,,,,
"extreme weather events are intensifying, measurements confirm",SUPPORTS,,,,,,,,,,,,,
"solar and wind power are growing, according to climate research",SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that temperature records are regularly broken,SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that clean technology is advancing,SUPPORTS,,,,,,,,,,,,,
"co2 volumes are the maximum in 800,000 years.",SUPPORTS,,,,,,,,,,,,,
data reveals that the greenhouse effect increases in temperature earth's surface,SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, climate models show consistent warming trends",SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that observational data confirms predictions,SUPPORTS,,,,,,,,,,,,,
ocean temperatures are increasing,SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that hurricane intensity is growing,SUPPORTS,,,,,,,,,,,,,
"throughout recorded history, sea amounts are rising",SUPPORTS,,,,,,,,,,,,,
"throughout recorded history, marine ecosystems are changing",SUPPORTS,,,,,,,,,,,,,
research indicates that climate models show consistent warming trends,SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that the greenhouse effect warms earth's surface,SUPPORTS,,,,,,,,,,,,,
energy efficiency reduces discharges,SUPPORTS,,,,,,,,,,,,,
the greenhouse effect warms earth's surface,SUPPORTS,,,,,,,,,,,,,
data reveals that plant flowering times are shifting earlier,SUPPORTS,,,,,,,,,,,,,
ice sheets are losing mass,SUPPORTS,,,,,,,,,,,,,
"throughout recorded history, ecosystem boundaries are moving",SUPPORTS,,,,,,,,,,,,,
"climate models show consistent warming trends, measurements confirm",SUPPORTS,,,,,,,,,,,,,
"over the past century, scientific understanding continues improving",SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that animal migration patterns are changing,SUPPORTS,,,,,,,,,,,,,
"over the past century, agricultural zones are shifting",SUPPORTS,,,,,,,,,,,,,
research indicates that fossil fuel burning releases carbon dioxide,SUPPORTS,,,,,,,,,,,,,
"throughout recorded history, heat waves are becoming more frequent",SUPPORTS,,,,,,,,,,,,,
multiple lines of evidence support temperature rise,SUPPORTS,,,,,,,,,,,,,
"storm systems are growing stronger, data indicates",SUPPORTS,,,,,,,,,,,,,
renewable energy sources are expanding,SUPPORTS,,,,,,,,,,,,,
data reveals that precipitation patterns are changing,SUPPORTS,,,,,,,,,,,,,
data reveals that carbon capture methods are developing,SUPPORTS,,,,,,,,,,,,,
"over the past century, flooding events are increasing",SUPPORTS,,,,,,,,,,,,,
solar and wind power are growing,SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that global temperatures are rising,SUPPORTS,,,,,,,,,,,,,
observational evidence confirms predictions,SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that climate models show consistent warming trends,SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, methane is a potent greenhouse gas",SUPPORTS,,,,,,,,,,,,,
"over the past century, arctic regions are warming faster than other areas",SUPPORTS,,,,,,,,,,,,,
"mountain glaciers are shrinking, measurements confirm",SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, temperature records are regularly broken",SUPPORTS,,,,,,,,,,,,,
"deforestation reduces carbon absorption, data indicates",SUPPORTS,,,,,,,,,,,,,
glacial matter sheets are losing mass,SUPPORTS,,,,,,,,,,,,,
"forest composition is changing, according to climate research",SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, observational data confirms predictions",SUPPORTS,,,,,,,,,,,,,
research indicates that plant flowering times are shifting earlier,SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, peer review validates climate research",SUPPORTS,,,,,,,,,,,,,
wildfire seasons are extending,SUPPORTS,,,,,,,,,,,,,
data reveals that ocean circulation patterns are shifting,SUPPORTS,,,,,,,,,,,,,
deforestation reduces carbon absorption,SUPPORTS,,,,,,,,,,,,,
flooding events are increasing,SUPPORTS,,,,,,,,,,,,,
"heat waves are becoming more frequent compared to historical averages, data indicates",SUPPORTS,,,,,,,,,,,,,
"in recent decades, ice sheets are losing mass",SUPPORTS,,,,,,,,,,,,,
"throughout recorded history, multiple lines of evidence support warming",SUPPORTS,,,,,,,,,,,,,
"in recent decades, multiple lines of evidence support warming",SUPPORTS,,,,,,,,,,,,,
"throughout recorded history, greenhouse gases trap heat in earth's atmosphere",SUPPORTS,,,,,,,,,,,,,
methane is a potent greenhouse gas,SUPPORTS,,,,,,,,,,,,,
"sustainable practices reduce environmental impact, measurements confirm",SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, sea level has risen 20 cm since 1900.",SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that ecosystem boundaries are moving,SUPPORTS,,,,,,,,,,,,,
"extreme weather events are intensifying, data indicates",SUPPORTS,,,,,,,,,,,,,
"temperature records are regularly broken, studies show",SUPPORTS,,,,,,,,,,,,,
biodiversity is under pressure,SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that coral reefs are experiencing bleaching,SUPPORTS,,,,,,,,,,,,,
"snow cover is decreasing, measurements confirm",SUPPORTS,,,,,,,,,,,,,
"ice sheets are losing mass, data indicates",SUPPORTS,,,,,,,,,,,,,
research indicates that animals are moving to new areas as climate changes.,SUPPORTS,,,,,,,,,,,,,
"in recent decades, the greenhouse effect increases in temperature earth's surface",SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that earth is 1.2°c warmer than in the 1800s.,SUPPORTS,,,,,,,,,,,,,
"clean technology is advancing, data indicates",SUPPORTS,,,,,,,,,,,,,
research indicates that the last 10 years were the hottest on record.,SUPPORTS,,,,,,,,,,,,,
"urban areas experience heat island effects, according to climate research",SUPPORTS,,,,,,,,,,,,,
"throughout recorded history, ocean circulation patterns are shifting",SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that greenhouse gases trap heat in earth's atmosphere,SUPPORTS,,,,,,,,,,,,,
"throughout recorded history, mountain glaciers are shrinking",SUPPORTS,,,,,,,,,,,,,
"throughout recorded history, ice sheets are losing mass",SUPPORTS,,,,,,,,,,,,,
climate models show consistent warming trends,SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that observational information confirms predictions,SUPPORTS,,,,,,,,,,,,,
co2 dioxide is a greenhouse gas,SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, greenhouse gases trap heat in earth's atmosphere",SUPPORTS,,,,,,,,,,,,,
"scientific understanding continues improving, data indicates",SUPPORTS,,,,,,,,,,,,,
"multiple lines of evidence support warming, measurements confirm",SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that extreme weather events are intensifying,SUPPORTS,,,,,,,,,,,,,
droughts are becoming more severe compared to historical averages,SUPPORTS,,,,,,,,,,,,,
"renewable energy sources are expanding, according to climate research",SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, fossil fuel burning releases carbon dioxide",SUPPORTS,,,,,,,,,,,,,
ocean level has risen 20 cm since 1900.,SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that forest composition is changing,SUPPORTS,,,,,,,,,,,,,
research indicates that methane is a potent greenhouse gas,SUPPORTS,,,,,,,,,,,,,
arctic sea glacial matter is declining,SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, heat waves are becoming more frequent relative to pre-industrial levels",SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, wildfire seasons are extending",SUPPORTS,,,,,,,,,,,,,
"research indicates that co2 levels are the highest in 800,000 years.",SUPPORTS,,,,,,,,,,,,,
"peer review validates climate research, according to climate research",SUPPORTS,,,,,,,,,,,,,
electric vehicles reduce transportation output,SUPPORTS,,,,,,,,,,,,,
"droughts are becoming more severe, measurements confirm",SUPPORTS,,,,,,,,,,,,,
"in recent decades, the last 10 years were the hottest on record.",SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, electric vehicles reduce transportation emissions",SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, polar ice caps are melting",SUPPORTS,,,,,,,,,,,,,
research indicates that greenhouse gases trap heat in earth's atmosphere,SUPPORTS,,,,,,,,,,,,,
"heat waves are becoming more frequent, according to climate research",SUPPORTS,,,,,,,,,,,,,
"permafrost is thawing, measurements confirm",SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that coastal erosion is accelerating,SUPPORTS,,,,,,,,,,,,,
"over the past century, wildfire seasons are extending",SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that international scientific bodies agree on warming,SUPPORTS,,,,,,,,,,,,,
research indicates that clean technology is advancing,SUPPORTS,,,,,,,,,,,,,
"in recent decades, agricultural zones are shifting",SUPPORTS,,,,,,,,,,,,,
"co2 levels are the highest in 800,000 years., data indicates",SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, coral reefs are experiencing bleaching",SUPPORTS,,,,,,,,,,,,,
"carbon capture methods are developing, measurements confirm",SUPPORTS,,,,,,,,,,,,,
"precipitation patterns are changing, measurements confirm",SUPPORTS,,,,,,,,,,,,,
"international scientific bodies agree on warming, measurements confirm",SUPPORTS,,,,,,,,,,,,,
"night temperatures are rising faster than day temperatures, measurements confirm",SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, temperature records are regularly broken",SUPPORTS,,,,,,,,,,,,,
hurricane intensity is growing,SUPPORTS,,,,,,,,,,,,,
international scientific bodies agree on getting hotter,SUPPORTS,,,,,,,,,,,,,
"in recent decades, ocean temperatures are increasing",SUPPORTS,,,,,,,,,,,,,
"over the past century, oceans store 90% of extra heat from greenhouse gases.",SUPPORTS,,,,,,,,,,,,,
"biodiversity is under pressure, according to climate research",SUPPORTS,,,,,,,,,,,,,
data reveals that permafrost is thawing,SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that storm systems are growing stronger,SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that peer review validates climate research,SUPPORTS,,,,,,,,,,,,,
"in recent decades, droughts are becoming more severe",SUPPORTS,,,,,,,,,,,,,
arctic regions are warming faster than other areas compared to historical averages,SUPPORTS,,,,,,,,,,,,,
"over the past century, glaciers are retreating worldwide",SUPPORTS,,,,,,,,,,,,,
"in recent decades, energy efficiency reduces output",SUPPORTS,,,,,,,,,,,,,
warmth records are regularly broken,SUPPORTS,,,,,,,,,,,,,
"night temperatures are rising faster than day temperatures relative to pre-industrial levels, according to climate research",SUPPORTS,,,,,,,,,,,,,
"fossil fuel burning releases atmospheric carbon dioxide, studies show",SUPPORTS,,,,,,,,,,,,,
global temperatures are rising,SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, heat waves are becoming more frequent",SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, the greenhouse effect gets hotter earth's surface",SUPPORTS,,,,,,,,,,,,,
"over the past century, ice sheets are losing mass",SUPPORTS,,,,,,,,,,,,,
the greenhouse effect increases in thermal levels earth's surface,SUPPORTS,,,,,,,,,,,,,
"throughout recorded history, climate models show consistent warming trends",SUPPORTS,,,,,,,,,,,,,
"marine ecosystems are changing, studies show",SUPPORTS,,,,,,,,,,,,,
"marine ecosystems are changing, measurements confirm",SUPPORTS,,,,,,,,,,,,,
research indicates that climate science is well-established,SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, multiple lines of proof support warming",SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, heat waves are becoming more frequent compared to historical averages",SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that greenland loses billions of tons of ice yearly.,SUPPORTS,,,,,,,,,,,,,
multiple lines of evidence support warming,SUPPORTS,,,,,,,,,,,,,
"in recent decades, urban areas experience heat island effects",SUPPORTS,,,,,,,,,,,,,
scientific consensus shows that glaciers are retreating worldwide,SUPPORTS,,,,,,,,,,,,,
"according to peer-reviewed research, polar regions regions are warming faster than other areas",SUPPORTS,,,,,,,,,,,,,
"plant flowering times are shifting earlier, measurements confirm",SUPPORTS,,,,,,,,,,,,,
"since pre-industrial times, atmospheric carbon dioxide is a greenhouse gas",SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that energy efficiency reduces emissions,SUPPORTS,,,,,,,,,,,,,
multiple lines of findings support temperature rise,SUPPORTS,,,,,,,,,,,,,
"animals are moving to new areas as climate changes., measurements confirm",SUPPORTS,,,,,,,,,,,,,
"over the past century, animal migration patterns are changing",SUPPORTS,,,,,,,,,,,,,
agricultural zones are shifting,SUPPORTS,,,,,,,,,,,,,
temperature records are regularly broken,SUPPORTS,,,,,,,,,,,,,
data reveals that greenhouse gases trap heat in earth's atmosphere,SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that precipitation patterns are changing,SUPPORTS,,,,,,,,,,,,,
multiple studies confirm that industrial processes emit greenhouse gases,SUPPORTS,,,,,,,,,,,,,
atmospheric carbon capture methods are developing,SUPPORTS,,,,,,,,,,,,,
arctic sea ice is declining,SUPPORTS,,,,,,,,,,,,,
"ocean acidity is increasing, measurements confirm",SUPPORTS,,,,,,,,,,,,,
"arctic regions are warming faster than other areas compared to historical averages, data indicates",SUPPORTS,,,,,,,,,,,,,
data reveals that clean technology is advancing,SUPPORTS,,,,,,,,,,,,,
storm systems are growing stronger,SUPPORTS,,,,,,,,,,,,,
research indicates that storm systems are growing stronger,SUPPORTS,,,,,,,,,,,,,
"in recent decades, renewable energy sources are expanding",SUPPORTS,,,,,,,,,,,,,
human activities increase atmospheric greenhouse gases,SUPPORTS,,,,,,,,,,,,,
sea levels are rising,SUPPORTS,,,,,,,,,,,,,
climate science is well-established,SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that climate science is well-established,SUPPORTS,,,,,,,,,,,,,
electric vehicles reduce transportation emissions,SUPPORTS,,,,,,,,,,,,,
"over the past century, marine ecosystems are changing",SUPPORTS,,,,,,,,,,,,,
research indicates that observational data confirms predictions,SUPPORTS,,,,,,,,,,,,,
peer review validates climate analysis,SUPPORTS,,,,,,,,,,,,,
climate scientists have determined that sustainable practices reduce environmental impact,SUPPORTS,,,,,,,,,,,,,
night temperatures are rising faster than day temperatures versus natural baselines,SUPPORTS,,,,,,,,,,,,,
glaciers are retreating worldwide,SUPPORTS,,,,,,,,,,,,,
