original_text,claims_labels,claims,text_length
"In the early 2000s, ice shelves began disintegrating in several parts of Antarctica, and scientists realized that process could greatly accelerate the demise of the vastly larger ice sheets themselves.",SUPPORTS,early 2000s ice shelf began disintegrating several part antarctica scientist realized process could greatly accelerate demise vastly larger ice sheet,149
Measurements of carbon isotopes and falling oxygen in the atmosphere show that rising carbon dioxide is due to the burning of fossil fuels and cannot be coming from the ocean.,NOT_ENOUGH_INFO,measurement carbon isotope falling oxygen atmosphere show rising carbon dioxide due burning fossil fuel not coming ocean,120
Coral bleaching has devastated 93% of the Great Barrier Reef,NOT_ENOUGH_INFO,coral bleaching devastated great barrier reef,45
"At that time, Hansen also produced a model of the future behavior of the globe’s temperature, which he had turned into a video movie that was heavily shopped in Congress.",NOT_ENOUGH_INFO,time hansen also produced model future behavior globe temperature turned video movie heavily shopped congress,109
"“Natural variation explains a substantial part of global warming observed since 1850;” no statistical evidence that global warming is intensifying natural disasters, or making them more frequent.",REFUTES,natural variation explains substantial part global warming observed since statistical evidence global warming intensifying natural disaster making frequent,155
"While transient weather variability is playing a key role here, the widespread record warmth across the U.S. so far this year is part of a long-term trend toward more warm temperature records versus cold ones.",SUPPORTS,transient weather variability playing key role widespread record warmth across far year part longterm trend toward warm temperature record versus cold one,154
"Once natural influences, in particular the impact of El Niño and La Niña, are removed from the recent termperature record, there is no evidence of a significant change in the human contribution to climate change.",REFUTES,natural influence particular impact niño niña removed recent termperature record evidence significant change human contribution climate change,142
In April the extent of Arctic sea ice was back to where it was in April 13 years ago,NOT_ENOUGH_INFO,april extent arctic sea ice back april year ago,47
“There is now less sea ice on Earth than at any time on record.,NOT_ENOUGH_INFO,less sea ice earth time record,30
Measurements indicating that 2017 had relatively more sea ice in the Arctic and less melting of glacial ice in Greenland casts scientific doubt on the reality of global warming.,REFUTES,measurement indicating relatively sea ice arctic less melting glacial ice greenland cast scientific doubt reality global warming,128
"90 per cent of the worlds coral reefs will disappear in the next 35 years due to coral bleaching induced by global warming, pollution and over-development.",SUPPORTS,per cent world coral reef disappear next year due coral bleaching induced global warming pollution overdevelopment,114
"When the PDO last switched to a cool phase, global temperatures were about 0.4C cooler than currently.",NOT_ENOUGH_INFO,pdo last switched cool phase global temperature cooler currently,64
the concentration of carbon dioxide in Earth’s atmosphere has climbed to a level last seen more than 3 million years ago — before humans even appeared on the rocky ball we call home,SUPPORTS,concentration carbon dioxide earth atmosphere climbed level last seen million year ago human even appeared rocky ball call home,127
"""The solubility of carbon dioxide in water is listed in the Handbook of Chemistry and Physics as a declining function of temperature. ...",NOT_ENOUGH_INFO,solubility carbon dioxide water listed handbook chemistry physic declining function temperature,95
"CO2 is a plant nutrient...it’s not a pollutant that threatens human civilization. If CO2 was so terrible for the planet, then installing a CO2 generator in a greenhouse would kill the plants.",REFUTES,co2 plant nutrientit not pollutant threatens human civilization co2 terrible planet installing co2 generator greenhouse would kill plant,136
(Multiplying .95 by itself 15 times yields 46.3 percent.)”,NOT_ENOUGH_INFO,multiplying time yield percent,30
"Rising CO2 increases atmospheric water vapor, which makes global warming much worse.",SUPPORTS,rising co2 increase atmospheric water vapor make global warming much worse,74
"We note that the Earth has never in its history had a quasi-stable state that is around 2C warmer than the preindustrial and suggest that there is substantial risk that the system, itself, will ‘want’ to continue warming because of all of these other processes – even if we stop emissions,” she said.",SUPPORTS,note earth never history quasistable state around warmer preindustrial suggest substantial risk system want continue warming process even stop emission said,156
"HAARP may deliberately create destruction on a global scale, causing earthquakes, cyclones, flooding, snowstorms, around the world; HAARP may be attacking the citizens of the world telepathically, influencing thoughts with low frequency vibrations",REFUTES,haarp may deliberately create destruction global scale causing earthquake cyclone flooding snowstorm around world haarp may attacking citizen world telepathically influencing thought low frequency vibration,206
"While there are many drivers of climate, CO2 is the most dominant radiative forcing and is increasing faster than any other forcing.",SUPPORTS,many driver climate co2 dominant radiative forcing increasing faster forcing,76
Many of the world’s coral reefs are already barren or in a state of constant decline.,NOT_ENOUGH_INFO,many world coral reef already barren state constant decline,59
"The ice caps were going to melt. They were going to be gone by now, but now theyre setting records",REFUTES,ice cap going melt going gone theyre setting record,51
"""by the 2001 [IPCC] climate assessment...the Medieval Warm Period had been ingeniously wiped out.",NOT_ENOUGH_INFO,ipcc climate assessmentthe medieval warm period ingeniously wiped,65
During the last hundred years the temperature is increased about 0.1°C because of carbon dioxide. The human contribution was about 0.01°C.,REFUTES,last hundred year temperature increased 1°c carbon dioxide human contribution 01°c,82
"In recent decades this warming has been accompanied by a constant rise in the sea level and, it would appear, by an increase of extreme weather events, even if a scientifically determinable cause cannot be assigned to each particular phenomenon.",SUPPORTS,recent decade warming accompanied constant rise sea level would appear increase extreme weather event even scientifically determinable cause not assigned particular phenomenon,175
The new research showed that [oxygen isotopes in foraminifera] can change,NOT_ENOUGH_INFO,new research showed oxygen isotope foraminifera change,54
Plant stomata show higher and more variable CO2 levels.,NOT_ENOUGH_INFO,plant stoma show higher variable co2 level,42
The rate of renewable energy installations in the EU in 2018 was less than half the maximum level achieved in 2010.,NOT_ENOUGH_INFO,rate renewable energy installation less half maximum level achieved,67
There may have been regions of Greenland that were 'greener' than today,NOT_ENOUGH_INFO,may region greenland greener today,34
"The Obama administration's ""own Environmental Protection Agency"" has said its Clean Power Plan ""will have a marginal impact on climate change.""",NOT_ENOUGH_INFO,obama administration environmental protection agency said clean power plan marginal impact climate change,105
The interesting point is that it also seems each time they come across a new  dataset it is simply replaced.,NOT_ENOUGH_INFO,interesting point also seems time come across new dataset simply replaced,73
What they find is sea level rise has been steadily accelerating over the past century.,SUPPORTS,find sea level rise steadily accelerating past century,54
"The IPCC (2013), USGCRP (2017), and USGCRP (2018) indicate that it is extremely likely that human influence has been the dominant cause of the observed warming since the mid-twentieth century.",SUPPORTS,ipcc usgcrp usgcrp indicate extremely likely human influence dominant cause observed warming since midtwentieth century,119
"The IPCC, the Intergovernmental Panel on Climate Change, which is sort of the voice of the consensus, concedes that there has been no increase in extreme weather events.",REFUTES,ipcc intergovernmental panel climate change sort voice consensus concedes increase extreme weather event,104
"The heat extremes were especially pervasive in the Arctic, with temperatures in the fall running 20 to 30 degrees Fahrenheit above normal across large stretches of the Arctic Ocean.",NOT_ENOUGH_INFO,heat extreme especially pervasive arctic temperature fall running degree fahrenheit normal across large stretch arctic ocean,124
"The Business Council, the Minerals Council, the Australian Industry Group, the Australian Chamber of Commerce and Industry, have all called for the [carbon] tax to be repealed.",NOT_ENOUGH_INFO,business council mineral council australian industry group australian chamber commerce industry called carbon tax repealed,122
Goklany has argued that the rising level of carbon dioxide in the earth’s atmosphere ‘is currently net beneficial for both humanity and the biosphere generally.”,NOT_ENOUGH_INFO,goklany argued rising level carbon dioxide earth atmosphere currently net beneficial humanity biosphere generally,113
cold deaths actually occur during moderate temperatures,NOT_ENOUGH_INFO,cold death actually occur moderate temperature,46
No known natural forcing fits the fingerprints of observed warming except anthropogenic greenhouse gases.,NOT_ENOUGH_INFO,known natural forcing fit fingerprint observed warming except anthropogenic greenhouse gas,90
"This is called the ""atmospheric greenhouse effect"", and without it the Earth's surface would be much colder.",SUPPORTS,called atmospheric greenhouse effect without earth surface would much colder,76
Unprecedented climate change has caused sea level at Sydney Harbour to rise approximately 0.0 cm over the past 140 years.,REFUTES,unprecedented climate change caused sea level sydney harbour rise approximately past year,89
"The corals may save themselves, as many other creatures are attempting to do, by moving toward the poles as the Earth warms, establishing new reefs in cooler water.”",SUPPORTS,coral may save many creature attempting moving toward pole earth warms establishing new reef cooler water,105
"Antarctica is gaining land-based ice, according to a new study by NASA scientists published in the Journal of Glaciology",REFUTES,antarctica gaining landbased ice according new study nasa scientist published journal glaciology,96
I would not agree that carbon dioxide is a primary contributor to the global warming that we see.,NOT_ENOUGH_INFO,would not agree carbon dioxide primary contributor global warming see,69
You're going to have an increase in the amount of ice in Antarctica because of global warming.,NOT_ENOUGH_INFO,youre going increase amount ice antarctica global warming,57
This increases confidence in other peer-reviewed research predicting sea level rise of 80cm to 2 metres by 2100.,SUPPORTS,increase confidence peerreviewed research predicting sea level rise 80cm metre,78
"CO2 increase is natural, not human-caused.",REFUTES,co2 increase natural not humancaused,36
"No one ever says it, but in many ways global warming will be a good thing",NOT_ENOUGH_INFO,one ever say many way global warming good thing,47
"While volcanic eruptions are natural events, it was the timing of these that had such a noticeable effect on the trend",SUPPORTS,volcanic eruption natural event timing noticeable effect trend,62
"The corals may save themselves, as many other creatures are attempting to do, by moving toward the poles as the Earth warms, establishing new reefs in cooler water.”",NOT_ENOUGH_INFO,coral may save many creature attempting moving toward pole earth warms establishing new reef cooler water,105
"As a result, the polar ice caps were quite likely more extensive than they had been since at least the 1920s.",NOT_ENOUGH_INFO,result polar ice cap quite likely extensive since least 1920s,61
"The warming trend is the same in rural and urban areas, measured by thermometers and satellites, and by natural thermometers.",SUPPORTS,warming trend rural urban area measured thermometer satellite natural thermometer,81
UAH atmospheric temperatures prove climate models and/or surface temperature data sets are wrong.,NOT_ENOUGH_INFO,uah atmospheric temperature prove climate model andor surface temperature data set wrong,88
"describes a world of worsening food shortages and wildfires, and a mass die-off of coral reefs as soon as 2040",SUPPORTS,describes world worsening food shortage wildfire mass dieoff coral reef soon,76
"There is no evidence, other than models, that human CO2 emissions drive climate change and abundant evidence that the Sun, coupled with natural climate cycles, drives most, if not all, of recent climate changes",REFUTES,evidence model human co2 emission drive climate change abundant evidence sun coupled natural climate cycle drive not recent climate change,138
warmer oceans have also begun to destabilize glaciers in Greenland and Antarctica,SUPPORTS,warmer ocean also begun destabilize glacier greenland antarctica,64
Pluto's climate change over the last 14 years is likely a seasonal event.,NOT_ENOUGH_INFO,pluto climate change last year likely seasonal event,52
Models and direct observations find that CFCs only contribute a fraction of the warming supplied by other greenhouse gases.,NOT_ENOUGH_INFO,model direct observation find cfc contribute fraction warming supplied greenhouse gas,85
"This makes it clear that this time around humans are the cause, mainly by our CO2 emissions.",SUPPORTS,make clear time around human cause mainly co2 emission,54
"While methane is a more potent greenhouse gas than CO2, there is over 200 times more CO2 in the atmosphere.",SUPPORTS,methane potent greenhouse gas co2 time co2 atmosphere,53
"Early 20th century warming is due to several causes, including rising CO2.",NOT_ENOUGH_INFO,early 20th century warming due several cause including rising co2,65
"Ever since 2012, scientists have been debating a complex and frankly explosive idea about how a warming planet will alter our weather — one that, if it’s correct, would have profound implications across the Northern Hemisphere and especially in its middle latitudes",SUPPORTS,ever since scientist debating complex frankly explosive idea warming planet alter weather one correct would profound implication across northern hemisphere especially middle latitude,182
"CO2 does not cause climate change, it RESPONDS to it [...] temperature always changes first, and CO2 follows",REFUTES,co2 not cause climate change responds temperature always change first co2 follows,81
"Hypothetically, an increasing solar magnetic field could deflect galactic cosmic rays, which hypothetically seed low-level clouds, thus decreasing the Earth's reflectivity and causing global warming.",SUPPORTS,hypothetically increasing solar magnetic field could deflect galactic cosmic ray hypothetically seed lowlevel cloud thus decreasing earth reflectivity causing global warming,173
A video shows Koko the gorilla spontaneously using sign language to issue a warning about climate change.,NOT_ENOUGH_INFO,video show koko gorilla spontaneously using sign language issue warning climate change,86
“It seems self-evident that rising sea levels will reduce land area.,NOT_ENOUGH_INFO,seems selfevident rising sea level reduce land area,51
"Rather than 100 years of unprecedented global warming as predicted by  IPCC, the global temperatures have leveled off and we seem to be heading  for cooler weather.""",NOT_ENOUGH_INFO,rather year unprecedented global warming predicted ipcc global temperature leveled seem heading cooler weather,110
Germany managed to increase its use of renewables and its output of carbon dioxide at the same time -- because it resorted to cheap coal to keep the lights on at a price its people could afford.,NOT_ENOUGH_INFO,germany managed increase use renewables output carbon dioxide time resorted cheap coal keep light price people could afford,123
the total area burned in the western United States over the past 33 years was double the size it would have been without any human-caused warming.,NOT_ENOUGH_INFO,total area burned western united state past year double size would without humancaused warming,94
There seems to be evidence for a link between solar activity and water levels.,NOT_ENOUGH_INFO,seems evidence link solar activity water level,46
"We know that humans have most flourished during times of, what, warming trends. I think there are assumptions made that because the climate is warming, that that is necessarily a bad thing.",REFUTES,know human flourished time warming trend think assumption made climate warming necessarily bad thing,100
“The most recent prediction of the Intergovernmental Panel on Climate Change (IPCC) is that seas will rise by 60 to 90 centimetres this century.,NOT_ENOUGH_INFO,recent prediction intergovernmental panel climate change ipcc sea rise centimetre century,89
Deforestation has made humans more vulnerable to pandemics,SUPPORTS,deforestation made human vulnerable pandemic,44
"The report, published in the journal Nature Geoscience on September 18, acknowledges that most of the models of warming trends failed to predict the ‘slowdown’ in warming post-2000, resulting in less pronounced warming than predicted and thus more room in the CO2 ‘emissions budget’ for the coming decades.",NOT_ENOUGH_INFO,report published journal nature geoscience september acknowledges model warming trend failed predict slowdown warming post resulting less pronounced warming predicted thus room co2 emission budget coming decade,210
“The Northern Hemisphere jet stream […] flow is stronger when that temperature difference is large.,NOT_ENOUGH_INFO,northern hemisphere jet stream flow stronger temperature difference large,73
Final data for 2016 sea level rise have yet to be published.,REFUTES,final data sea level rise yet published,39
Measurements indicating that 2017 had relatively more sea ice in the Arctic and less melting of glacial ice in Greenland casts scientific doubt on the reality of global warming.,NOT_ENOUGH_INFO,measurement indicating relatively sea ice arctic less melting glacial ice greenland cast scientific doubt reality global warming,128
"They do not make a definitive attribution statement, but the data are consistent with and strongly suggestive of human-driven warming as a root cause of the oxygen decline.’”",SUPPORTS,not make definitive attribution statement data consistent strongly suggestive humandriven warming root cause oxygen decline,123
Latest IPCC Reports (AR5) have shown global mean temperature forecasts from the 2005 IPCC report exceeded actual readings.,REFUTES,latest ipcc report ar5 shown global mean temperature forecast ipcc report exceeded actual reading,97
Greenhouse gases emitted into the ocean are causing more holes in the ozone layer … “the ozone layer has holes in it causing global temperature to rise”,REFUTES,greenhouse gas emitted ocean causing hole ozone layer ozone layer hole causing global temperature rise,102
Unprecedented climate change has caused sea level at Sydney Harbour to rise approximately 0.0 cm over the past 140 years.,REFUTES,unprecedented climate change caused sea level sydney harbour rise approximately past year,89
"18 proxies tell us the world was the same or warmer 1,000 years ago.",NOT_ENOUGH_INFO,proxy tell world warmer year ago,32
It also concludes that current northern hemisphere surface air temperatures are significantly higher than during the peak of the Medieval Warm Period (MWP).,REFUTES,also concludes current northern hemisphere surface air temperature significantly higher peak medieval warm period mwp,117
there has been no reduction in oceanic pH levels in the last century,REFUTES,reduction oceanic level last century,36
"So this is a government which is proposing to put at risk our manufacturing industry, to penalise struggling families, to make a tough situation worse for millions of households right around Australia.",NOT_ENOUGH_INFO,government proposing put risk manufacturing industry penalise struggling family make tough situation worse million household right around australia,147
"Increased CO2 makes more water vapor, a greenhouse gas which amplifies warming",SUPPORTS,increased co2 make water vapor greenhouse gas amplifies warming,63
Murry Salby finds CO2 rise is natural.,REFUTES,murry salby find co2 rise natural,33
"Over 31,000 scientists signed the OISM Petition Project.",SUPPORTS,scientist signed oism petition project,38
This could mean the landmark Paris Climate Agreement – which seeks to limit global warming to 2 degrees Celsius (3.6 degrees Fahrenheit) above pre-industrial levels – may not be enough to ward off catastrophe.,NOT_ENOUGH_INFO,could mean landmark paris climate agreement seek limit global warming degree celsius degree fahrenheit preindustrial level may not enough ward catastrophe,154
The warming causes the oceans to release CO2.,NOT_ENOUGH_INFO,warming cause ocean release co2,31
More than 500 scientists and professionals in climate and related fields have sent a 'European Climate Declaration' to the Secretary-General of the United Nations,SUPPORTS,scientist professional climate related field sent european climate declaration secretarygeneral united nation,109
The exception to this ice loss is Antarctic sea ice which has been growing despite the warming Southern Ocean.,SUPPORTS,exception ice loss antarctic sea ice growing despite warming southern ocean,75
"However, it is unable to explain the long term warming trend over the past few decades.",REFUTES,however unable explain long term warming trend past decade,58
"In the process, the cows will emit much greenhouse gas, and they will consume far more calories in beans than they will yield in meat, meaning far more clearcutting of forests to farm cattle feed than would be necessary if the beans above were simply eaten by people.”",SUPPORTS,process cow emit much greenhouse gas consume far calorie bean yield meat meaning far clearcutting forest farm cattle feed would necessary bean simply eaten people,162
The report suggests significantly smaller overall  ice-mass losses than previous estimates.,REFUTES,report suggests significantly smaller overall icemass loss previous estimate,76
If we double atmospheric carbon dioxide[…] we’d only raise global surface temperatures by about a degree Celsius.,REFUTES,double atmospheric carbon dioxide… raise global surface temperature degree celsius,82
"“‘The Arctic may be remote, but changes that occur there directly affect us.",NOT_ENOUGH_INFO,arctic may remote change occur directly affect,46
Water vapour is the most dominant greenhouse gas.,SUPPORTS,water vapour dominant greenhouse gas,36
"The winds around the continent seem to be strengthening, stirring the ocean and bringing up a layer of warmer water that has most likely been there for centuries.",SUPPORTS,wind around continent seem strengthening stirring ocean bringing layer warmer water likely century,98
"This provides a direct, empirical causal link between CO2 and global warming.",SUPPORTS,provides direct empirical causal link co2 global warming,56
"Without carbon dioxide, all life on Earth would die",NOT_ENOUGH_INFO,without carbon dioxide life earth would die,43
'What I can comment on is this prediction by Dr. Hansen: “The West Side Highway [which runs along the Hudson River] will be under water.”,NOT_ENOUGH_INFO,comment prediction hansen west side highway run along hudson river water,72
"Unlike the simple example of positive feedback we learned in high school, the increase from every round of feedback gets smaller and smaller, in the case of the enhanced greenhouse effect.",NOT_ENOUGH_INFO,unlike simple example positive feedback learned high school increase every round feedback get smaller smaller case enhanced greenhouse effect,141
They (Clinton and Obama) have never to my knowledge been involved in legislation nor hearings nor engagement on this issue (climate change).,NOT_ENOUGH_INFO,clinton obama never knowledge involved legislation hearing engagement issue climate change,90
Hurricane Harvey gave Houston and the surrounding region a $125 billion lesson about the costs of misjudging the potential for floods,SUPPORTS,hurricane harvey gave houston surrounding region billion lesson cost misjudging potential flood,95
The warming causes the oceans to release CO2.,NOT_ENOUGH_INFO,warming cause ocean release co2,31
"Skeptics have long pointed to ice gain in the Southern Hemisphere as evidence climate change wasn’t occurring, but scientists warned that it was caused by natural variations and circulations in the atmosphere.",SUPPORTS,skeptic long pointed ice gain southern hemisphere evidence climate change occurring scientist warned caused natural variation circulation atmosphere,148
"a distressing number of the [West coast] fires are not accidents, and willful arson is the cause.",REFUTES,distressing number west coast fire not accident willful arson cause,67
You're going to have an increase in the amount of ice in Antarctica because of global warming.,NOT_ENOUGH_INFO,youre going increase amount ice antarctica global warming,57
the Great Barrier Reef is in fine fettle,NOT_ENOUGH_INFO,great barrier reef fine fettle,30
"Not only was 2016 the warmest year on record, but eight of the 12 months that make up the year — from January through September, with the exception of June — were the warmest on record for those respective months.",NOT_ENOUGH_INFO,not warmest year record eight month make year january september exception june warmest record respective month,110
Antarctica is too cold to lose ice.,REFUTES,antarctica cold lose ice,24
"world temperatures, because they have gone up only very slowly, less than half as fast as the scientific consensus predicted in 1990",NOT_ENOUGH_INFO,world temperature gone slowly less half fast scientific consensus predicted,75
A new article in Nature Geoscience  describes an innovative approach employed to derive ice-mass changes  from GRACE data.,NOT_ENOUGH_INFO,new article nature geoscience describes innovative approach employed derive icemass change grace data,101
'Our harmless emissions of trifling quantities of carbon dioxide cannot possibly acidify the oceans.,NOT_ENOUGH_INFO,harmless emission trifling quantity carbon dioxide not possibly acidify ocean,77
"While urban areas are undoubtedly warmer than surrounding rural areas, this has had little to no impact on warming trends.",NOT_ENOUGH_INFO,urban area undoubtedly warmer surrounding rural area little impact warming trend,80
"""Satellite measurements indicate an absence of significant global warming since 1979, the very period that human carbon dioxide emissions have been increasing rapidly.",NOT_ENOUGH_INFO,satellite measurement indicate absence significant global warming since period human carbon dioxide emission increasing rapidly,127
Economic assessments of proposed policy to put a price on carbon emissions are in widespread agreement that the net economic impact will be minor.,REFUTES,economic assessment proposed policy put price carbon emission widespread agreement net economic impact minor,108
"The consequences of climate change become increasingly bad after each additional degree of warming, with the consequences of 2°C being quite damaging and the consequences of 4°C being potentially catastrophic.",NOT_ENOUGH_INFO,consequence climate change become increasingly bad additional degree warming consequence 2°c quite damaging consequence 4°c potentially catastrophic,148
Greenhouse gases have been the main contributor of warming since 1970.,NOT_ENOUGH_INFO,greenhouse gas main contributor warming since,45
"""In fact global warming has stopped and a cooling is beginning.",NOT_ENOUGH_INFO,fact global warming stopped cooling beginning,45
People tend to think of an ice-free Arctic in summer in terms of it merely being a symbol of global change.,SUPPORTS,people tend think icefree arctic summer term merely symbol global change,72
"In Alaska, already, researchers have discovered remnants of the 1918 flu that infected as many as 500 million and killed as many as 100 million”",NOT_ENOUGH_INFO,alaska already researcher discovered remnant flu infected many million killed many million,90
"Currently, humans are emitting around 29 billion tonnes of carbon dioxide into the atmosphere per year.",NOT_ENOUGH_INFO,currently human emitting around billion tonne carbon dioxide atmosphere per year,80
Cosmic rays show no trend over the last 30 years & have had little impact on recent global warming.,SUPPORTS,cosmic ray show trend last year little impact recent global warming,67
"In reality, gas produced by fracking is worse for the climate than coal.",NOT_ENOUGH_INFO,reality gas produced fracking worse climate coal,48
"In other words, there is as yet no incontrovertible  proof either of the greenhouse effect, or its connection with alleged  global warming.",NOT_ENOUGH_INFO,word yet incontrovertible proof either greenhouse effect connection alleged global warming,90
"“In an old climate, … extremely warm years were less common and snowpack was more reliable …",NOT_ENOUGH_INFO,old climate extremely warm year less common snowpack reliable,61
"When the internal variability is removed from the temperature record, what we find is nearly monotonic, accelerating warming throughout the 20th Century.",NOT_ENOUGH_INFO,internal variability removed temperature record find nearly monotonic accelerating warming throughout 20th century,114
Global methane levels published by CSIRO are now relatively stable showing fluctuations during El Nino events.,NOT_ENOUGH_INFO,global methane level published csiro relatively stable showing fluctuation nino event,85
"'The UN’s Intergovernmental Panel on Climate Change misled the press and public into believing that thousands of scientists backed its claims on manmade global warming, according to Mike Hulme, a prominent climate scientist and IPCC insider.",NOT_ENOUGH_INFO,intergovernmental panel climate change misled press public believing thousand scientist backed claim manmade global warming according mike hulme prominent climate scientist ipcc insider,185
"Coastal lake sediments along the Gulf of Mexico shoreline from 1,000 to 2,000 years ago suggest more frequent and intense hurricanes than occur today.",NOT_ENOUGH_INFO,coastal lake sediment along gulf mexico shoreline year ago suggest frequent intense hurricane occur today,105
"“Unlike genuine pollutants, carbon dioxide (CO2) is an odorless, colorless gas.",REFUTES,unlike genuine pollutant carbon dioxide co2 odorless colorless gas,66
The heatwave we now have in Europe is not something that was expected with just 1C of warming,SUPPORTS,heatwave europe not something expected warming,46
"“[…]The impact on calcification, metabolism, growth, fertility and survival of calcifying marine species when pH is lowered up to 0.3 units […] is beneficial, not damaging.",NOT_ENOUGH_INFO,…the impact calcification metabolism growth fertility survival calcifying marine specie lowered unit beneficial not damaging,124
Any reasonable person can recognize both positives and negatives among the policy proposals of both Tories and Labour.,NOT_ENOUGH_INFO,reasonable person recognize positive negative among policy proposal tory labour,79
"An additional kick was supplied by an El Niño weather pattern that peaked in 2016 and temporarily warmed much of the surface of the planet, causing the hottest year in a historical record dating to 1880.",NOT_ENOUGH_INFO,additional kick supplied niño weather pattern peaked temporarily warmed much surface planet causing hottest year historical record dating,137
"according, again, to the official figures—during this past 10 years, if anything, mean global temperature, average world temperature, has slightly declined",REFUTES,according official figures—during past year anything mean global temperature average world temperature slightly declined,120
"Not only is there no scientific evidence that CO2 is a pollutant, higher CO2 concentrations actually help ecosystems support more plant and animal life.",SUPPORTS,not scientific evidence co2 pollutant higher co2 concentration actually help ecosystem support plant animal life,112
"Despite the logarithmic relationship between CO2 and surface temperatures, atmospheric CO2 levels are rising so fast that unless we dramatically decrease our emissions, global warming will accelerate over the 21st Century.",SUPPORTS,despite logarithmic relationship co2 surface temperature atmospheric co2 level rising fast unless dramatically decrease emission global warming accelerate 21st century,167
That humans are causing global warming is the position of the Academies of Science from 80 countries plus many scientific organizations that study climate science.,SUPPORTS,human causing global warming position academy science country plus many scientific organization study climate science,117
"With more CO2 in the atmosphere, the challenge [feeding 2.5 billion more people] can and will be met.",NOT_ENOUGH_INFO,co2 atmosphere challenge feeding billion people met,51
"""An article in Science magazine illustrated that a rise in carbon dioxide did not precede a rise in temperatures, but actually lagged behind temperature rises by 200 to 1000 years.",SUPPORTS,article science magazine illustrated rise carbon dioxide not precede rise temperature actually lagged behind temperature rise year,130
"Some scientists believe that solar activity is more likely to influence today’s climate than carbon dioxide, and Dr Soon has compiled data showing temperature in America, Canada and Mexico rises and falls in line with solar activity.",NOT_ENOUGH_INFO,scientist believe solar activity likely influence today climate carbon dioxide soon compiled data showing temperature america canada mexico rise fall line solar activity,169
A windmill could spin until it falls apart and never generate as much energy as was invested in building it.,SUPPORTS,windmill could spin fall apart never generate much energy invested building,75
Newspaper Article from 1922 Discusses Arctic Ocean Climate Change,NOT_ENOUGH_INFO,newspaper article discusses arctic ocean climate change,55
"Most of the warming occurred in the past 35 years, with the five warmest years on record taking place since 2010.",NOT_ENOUGH_INFO,warming occurred past year five warmest year record taking place since,70
One more decade of business as usual will make this impossible.,NOT_ENOUGH_INFO,one decade business usual make impossible,41
"""So  recently the media picked up on the fact that CRU deleted the raw data for this  important global temperature set long ago.",REFUTES,recently medium picked fact cru deleted raw data important global temperature set long ago,90
Less than half of published scientists endorse global warming,REFUTES,less half published scientist endorse global warming,52
Burping cows are more damaging to the climate than all the cars on this planet.,REFUTES,burping cow damaging climate car planet,39
Water vapor is the most powerful greenhouse gas,SUPPORTS,water vapor powerful greenhouse gas,35
"The contrast in precipitation between wet and dry regions and between wet and dry seasons will increase, although there may be regional exceptions.",SUPPORTS,contrast precipitation wet dry region wet dry season increase although may regional exception,93
"The last time the planet was even four degrees warmer, Peter Brannen points out in The Ends of the World, his new history of the planet’s major extinction events, the oceans were hundreds of feet higher.",NOT_ENOUGH_INFO,last time planet even four degree warmer peter brannen point end world new history planet major extinction event ocean hundred foot higher,138
Coral atolls grow as sea levels rise.,SUPPORTS,coral atoll grow sea level rise,31
"And there is a lot of evidence that climate change is diminishing biodiversity, which can be seen in these alpine meadows as well.",NOT_ENOUGH_INFO,lot evidence climate change diminishing biodiversity seen alpine meadow well,76
Overall Greenland is losing ice mass at an accelerating rate.,SUPPORTS,overall greenland losing ice mass accelerating rate,51
"receding polar ice caps have little if any negative impact on human health and welfare, and likely a positive benefit",NOT_ENOUGH_INFO,receding polar ice cap little negative impact human health welfare likely positive benefit,90
The measurements of the amount of CO2 made at the Mauna Loa Observatory are accurate and uncontaminated by any emissions from the volcano.,SUPPORTS,measurement amount co2 made mauna loa observatory accurate uncontaminated emission volcano,90
So CO2 causes warming AND rising temperature causes CO2 rise.,NOT_ENOUGH_INFO,co2 cause warming rising temperature cause co2 rise,51
That human CO2 is causing global warming is known with high certainty & confirmed by observations.,NOT_ENOUGH_INFO,human co2 causing global warming known high certainty confirmed observation,75
"Consequently, CO2 levels at around 1,000 to 2,300 ppm were actually low enough to promote glaciation in the southern continent of Gondwana.",SUPPORTS,consequently co2 level around ppm actually low enough promote glaciation southern continent gondwana,100
A cold day in Chicago in winter has nothing to do with the trend of global warming.,NOT_ENOUGH_INFO,cold day chicago winter nothing trend global warming,52
"there has been no increase in frequency or intensity of storms, floods or droughts, while deaths attributed to such natural disasters have never been fewer",NOT_ENOUGH_INFO,increase frequency intensity storm flood drought death attributed natural disaster never fewer,94
"When all forcings are combined, they show good correlation to global temperature throughout the 20th century including the mid-century cooling period.",NOT_ENOUGH_INFO,forcings combined show good correlation global temperature throughout 20th century including midcentury cooling period,118
"The amount of summer sea ice in the Arctic has steadily declined over the past few decades because of man-made global warming, according to the National Oceanic and Atmospheric Administration.",SUPPORTS,amount summer sea ice arctic steadily declined past decade manmade global warming according national oceanic atmospheric administration,135
"Yet a study published just this week, by the Bjerknes Centre for Climate Research in Bergen, Norway, found that the natural climate system can change abruptly, without the need for any external forces.",NOT_ENOUGH_INFO,yet study published week bjerknes centre climate research bergen norway found natural climate system change abruptly without need external force,144
"For decades, most scientists saw climate change as a distant prospect.",NOT_ENOUGH_INFO,decade scientist saw climate change distant prospect,52
2009-2010 winter saw record cold spells.,NOT_ENOUGH_INFO,winter saw record cold spell,28
